Vardas               Pavarde               Vidurkis (med.)     Vidurkis (vid.)
Gedgaudas            Fenclavas             7.20                7.20
Gedgaudas            Ceberekas             7.40                7.36
Gedgaudas            Ochmanas              6.40                6.64
Gedgaudas            Zabaliuna             5.60                5.68
Gedgaudas            Auditera              5.60                5.68
Gedgaudas            Carkus                5.40                5.24
Gedgaudas            Ceberekas             5.60                5.40
Gedgaudas            Farsavicius           5.80                5.80
Gedgaudas            Ezynas                6.20                6.08
Gedgaudas            Auditera              6.60                6.20
Gedgaudas            Carkauskas            6.20                6.52
Gedgaudas            Donelaitis            7.80                7.44
Gedgaudas            Ceberekas             5.80                6.20
Gedgaudas            Ecka                  5.80                6.12
Gedgaudas            Ferdinandas           7.00                7.44
Gedgaudas            Jablanskas            6.40                7.04
Gedgaudas            Donelaitis            7.60                7.72
Gedgaudas            Farsavicius           6.00                6.04
Gedgaudas            Farsavicius           5.20                5.12
Gedgaudas            Zabaliuna             7.00                7.80
Gedgaudas            Abaranas              6.00                5.32
Gedgaudas            Carkauskas            5.40                5.12
Gedgaudas            Ecka                  6.60                6.92
Gedgaudas            Fabricijus            6.40                6.44
Gedgaudas            Ochmanas              6.80                6.64
Gedgaudas            Ochmanas              6.40                5.96
Gedgaudas            Ferdinandas           8.00                7.64
Gedgaudas            Carkus                8.20                8.20
Gedgaudas            Jablanskas            6.60                6.24
Gedgaudas            Fenclavas             6.20                6.00
Gedgaudas            Ferdinandas           8.80                8.32
Gedgaudas            Fenclavas             7.00                6.68
Gedgaudas            Ezynas                6.00                5.48
Gedgaudas            Fenclavas             6.80                7.00
Gedgaudas            Ceberekas             6.80                6.88
Gedgaudas            Jablanskas            7.80                7.92
Gedgaudas            Ezynas                6.20                6.20
Gedgaudas            Auditera              5.20                5.28
Gedgaudas            Jablanskas            8.20                7.96
Gedgaudas            Farsavicius           8.60                8.32
Gedgaudas            Ceberekas             5.40                6.04
Gedgaudas            Farsavicius           6.40                6.60
Gedgaudas            Abaranas              5.80                6.16
Gedgaudas            Ezynas                5.00                5.24
Gedgaudas            Carkauskas            6.00                5.68
Gedgaudas            Ochmanas              7.60                7.72
Gedgaudas            Ferdinandas           5.40                5.44
Gedgaudas            Auditera              4.80                5.72
Gedgaudas            Farsavicius           5.80                5.44
Gedgaudas            Ferdinandas           7.80                7.08
Gedgaudas            Fabricijus            7.40                7.68
Gedgaudas            Zabaliuna             7.20                7.08
Gedgaudas            Auditera              5.80                5.52
Gedgaudas            Donelaitis            6.20                6.08
Gedgaudas            Donelaitis            6.80                6.88
Gedgaudas            Fabricijus            5.00                5.00
Gedgaudas            Zabaliuna             8.40                8.44
Gedgaudas            Farsavicius           7.20                7.00
Gedgaudas            Carkus                6.00                5.64
Gedgaudas            Farsavicius           7.60                7.72
Gedgaudas            Ecka                  6.20                6.44
Gedgaudas            Jablanskas            7.60                7.56
Gedgaudas            Carkauskas            7.40                7.76
Gedgaudas            Fenclavas             8.00                7.56
Gedgaudas            Ezynas                6.20                6.12
Gedgaudas            Ecka                  5.80                5.60
Gedgaudas            Ecka                  7.20                7.08
Gedgaudas            Ecka                  5.60                5.28
Gedgaudas            Fenclavas             6.80                7.00
Gedgaudas            Ceberekas             5.80                6.40
Gedgaudas            Carkus                6.20                6.04
Gedgaudas            Donelaitis            8.80                8.44
Gedgaudas            Ecka                  6.00                5.96
Gedgaudas            Ferdinandas           5.40                5.00
Gedgaudas            Ferdinandas           6.20                6.40
Gedgaudas            Fabricijus            5.80                5.76
Gedgaudas            Carkus                7.00                7.48
Gedgaudas            Fabricijus            6.00                6.04
Gedgaudas            Ceberekas             6.00                6.24
Gedgaudas            Ferdinandas           7.40                7.72
Gedgaudas            Ceberekas             5.80                5.72
Gedgaudas            Zabaliuna             5.80                6.24
Gedgaudas            Fabricijus            6.20                6.28
Gedgaudas            Ecka                  5.60                5.44
Gedgaudas            Auditera              8.20                7.92
Gedgaudas            Zabaliuna             5.80                5.80
Gedgaudas            Fenclavas             7.80                7.44
Gedgaudas            Ezynas                8.00                7.72
Gedgaudas            Ceberekas             8.60                8.60
Gedgaudas            Farsavicius           5.80                6.08
Gedgaudas            Ecka                  7.20                7.20
Gedgaudas            Fenclavas             7.20                7.48
Gedgaudas            Ferdinandas           5.20                5.44
Gedgaudas            Jablanskas            7.20                7.36
Gedgaudas            Ezynas                6.20                6.32
Gedgaudas            Auditera              4.80                5.04
Gedgaudas            Ferdinandas           7.40                7.72
Gedgaudas            Jablanskas            5.60                5.60
Gedgaudas            Ezynas                8.40                8.12
Gedgaudas            Donelaitis            5.60                5.40
Gedgaudas            Fenclavas             8.00                8.04
Gedgaudas            Fenclavas             5.40                5.88
Gedgaudas            Carkus                6.40                5.92
Gedgaudas            Carkus                8.20                8.12
Gedgaudas            Jablanskas            8.00                8.00
Gedgaudas            Ochmanas              5.60                5.88
Gedgaudas            Fenclavas             7.40                7.44
Gedgaudas            Auditera              6.40                6.32
Gedgaudas            Fenclavas             6.60                6.36
Gedgaudas            Farsavicius           8.80                8.72
Gedgaudas            Farsavicius           6.80                6.72
Gedgaudas            Ochmanas              8.00                7.96
Gedgaudas            Auditera              7.80                7.92
Gedgaudas            Ezynas                7.40                6.56
Gedgaudas            Donelaitis            7.40                7.68
Gedgaudas            Ceberekas             5.60                5.80
Gedgaudas            Abaranas              6.40                6.48
Gedgaudas            Fenclavas             8.60                7.96
Gedgaudas            Ochmanas              7.00                7.32
Gedgaudas            Ezynas                9.20                8.88
Gedgaudas            Carkus                8.20                8.28
Gedgaudas            Auditera              8.60                8.40
Gedgaudas            Farsavicius           6.00                5.80
Gedgaudas            Zabaliuna             7.60                7.08
Gedgaudas            Jablanskas            7.40                7.36
Gedgaudas            Ochmanas              8.80                8.76
Gedgaudas            Fabricijus            6.80                6.48
Gedgaudas            Fabricijus            5.20                5.72
Gedgaudas            Carkauskas            5.00                5.36
Gedgaudas            Ecka                  6.40                6.00
Gedgaudas            Ceberekas             7.60                7.60
Gedgaudas            Farsavicius           5.60                5.64
Gedgaudas            Ezynas                7.40                6.80
Gedgaudas            Donelaitis            5.20                5.32
Gedgaudas            Donelaitis            5.80                5.36
Gedgaudas            Ochmanas              7.20                7.24
Gedgaudas            Ezynas                8.80                8.32
Gedgaudas            Donelaitis            7.20                7.16
Gedgaudas            Ezynas                5.00                5.16
Gedgaudas            Auditera              5.20                5.12
Gedgaudas            Donelaitis            6.20                5.96
Gedgaudas            Ceberekas             8.00                8.28
Gedgaudas            Ezynas                7.60                7.44
Gedgaudas            Carkauskas            7.60                7.24
Gedgaudas            Carkus                5.80                6.16
Gedgaudas            Jablanskas            6.80                6.72
Gedgaudas            Carkauskas            8.20                7.84
Gedgaudas            Zabaliuna             6.80                7.08
Gedgaudas            Donelaitis            7.00                6.68
Gedgaudas            Ezynas                6.00                5.80
Gedgaudas            Zabaliuna             7.00                7.12
Gedgaudas            Fabricijus            7.80                7.80
Gedgaudas            Abaranas              7.40                7.52
Gedgaudas            Donelaitis            7.60                7.92
Gedgaudas            Carkauskas            4.60                5.16
Gedgaudas            Zabaliuna             6.60                6.52
Gedgaudas            Jablanskas            6.60                7.20
Gedgaudas            Donelaitis            6.80                6.52
Gedgaudas            Ochmanas              8.40                8.20
Gedgaudas            Ochmanas              5.40                5.76
Gedgaudas            Carkus                7.80                8.00
Gedgaudas            Donelaitis            6.20                6.04
Gedgaudas            Auditera              8.40                7.92
Gedgaudas            Ferdinandas           6.80                6.96
Gedgaudas            Auditera              6.00                5.68
Gedgaudas            Auditera              5.20                5.04
Gedgaudas            Farsavicius           5.60                5.56
Gedgaudas            Carkus                7.20                7.36
Gedgaudas            Farsavicius           7.00                6.92
Gedgaudas            Donelaitis            7.60                7.68
Gedgaudas            Ferdinandas           6.40                6.24
Gedgaudas            Fenclavas             6.40                6.48
Gedgaudas            Carkus                7.80                7.52
Gedgaudas            Carkus                5.60                6.08
Gedgaudas            Ochmanas              7.40                7.40
Gedgaudas            Ochmanas              6.00                6.08
Gedgaudas            Ferdinandas           8.60                8.36
Gedgaudas            Fabricijus            7.00                7.04
Gedgaudas            Ferdinandas           8.20                7.92
Gedgaudas            Ochmanas              5.80                5.72
Gedgaudas            Donelaitis            8.00                7.92
Gedgaudas            Abaranas              7.20                7.04
Gedgaudas            Farsavicius           5.00                5.00
Gedgaudas            Ceberekas             6.60                6.60
Gedgaudas            Donelaitis            7.60                7.48
Gedgaudas            Ferdinandas           7.00                7.24
Gedgaudas            Zabaliuna             6.80                6.92
Gedgaudas            Auditera              6.00                6.20
Gedgaudas            Zabaliuna             4.80                5.20
Gedgaudas            Ferdinandas           7.80                7.48
Gedgaudas            Abaranas              6.20                6.52
Gedgaudas            Ezynas                8.20                8.20
Gedgaudas            Fenclavas             7.00                7.12
Gedgaudas            Ezynas                6.00                5.48
Gedgaudas            Farsavicius           7.00                7.20
Gedgaudas            Fabricijus            5.20                5.48
Gedgaudas            Donelaitis            7.40                7.24
Gedgaudas            Ceberekas             5.00                5.12
Gedgaudas            Auditera              7.40                7.48
Gedgaudas            Auditera              8.00                7.44
Gedgaudas            Fenclavas             5.40                5.32
Gedgaudas            Ferdinandas           8.20                8.16
Gedgaudas            Ecka                  7.40                7.08
Gedgaudas            Ochmanas              8.00                7.76
Gedgaudas            Ceberekas             5.20                5.12
Gedgaudas            Zabaliuna             5.60                5.36
Gedgaudas            Ecka                  6.40                6.56
Gedgaudas            Zabaliuna             6.20                6.64
Gedgaudas            Fenclavas             7.00                7.20
Gedgaudas            Ferdinandas           6.20                5.72
Gedgaudas            Donelaitis            6.20                5.96
Gedgaudas            Ezynas                5.60                5.76
Gedgaudas            Jablanskas            5.80                5.60
Gedgaudas            Ezynas                8.80                8.44
Gedgaudas            Farsavicius           8.60                8.60
Gedgaudas            Fenclavas             7.20                6.88
Gedgaudas            Ceberekas             8.20                7.56
Gedgaudas            Fabricijus            7.20                7.08
Gedgaudas            Ecka                  7.00                6.64
Gedgaudas            Ceberekas             6.00                6.04
Gedgaudas            Donelaitis            6.20                6.36
Gedgaudas            Carkauskas            6.00                6.20
Gedgaudas            Donelaitis            5.60                5.84
Gedgaudas            Carkus                8.60                7.96
Gedgaudas            Fenclavas             6.40                6.40
Gedgaudas            Zabaliuna             6.20                6.52
Gedgaudas            Carkus                5.80                5.16
Gedgaudas            Ceberekas             6.00                6.24
Gedgaudas            Donelaitis            7.60                7.24
Gedgaudas            Fenclavas             6.60                6.92
Gedgaudas            Carkus                8.60                8.44
Gedgaudas            Farsavicius           7.00                6.48
Gedgaudas            Ceberekas             5.20                5.36
Gedgaudas            Ochmanas              8.80                8.28
Gedgaudas            Farsavicius           6.20                6.32
Gedgaudas            Donelaitis            7.20                7.56
Gedgaudas            Abaranas              7.60                7.92
Gedgaudas            Jablanskas            8.40                8.28
Gedgaudas            Carkauskas            8.20                8.32
Gedgaudas            Zabaliuna             7.80                7.88
Gedgaudas            Jablanskas            8.20                7.88
Gedgaudas            Ferdinandas           6.20                6.08
Gedgaudas            Ferdinandas           8.00                7.96
Gedgaudas            Ceberekas             5.00                5.32
Gedgaudas            Carkauskas            7.40                7.56
Gedgaudas            Fabricijus            5.60                5.60
Gedgaudas            Ochmanas              5.80                6.08
Gedgaudas            Auditera              7.20                6.92
Gedgaudas            Fabricijus            7.60                7.92
Gedgaudas            Ecka                  7.00                7.24
Gedgaudas            Ecka                  6.80                7.12
Gedgaudas            Ecka                  7.40                7.24
Gedgaudas            Fenclavas             5.40                5.60
Gedgaudas            Ecka                  6.60                6.76
Gedgaudas            Zabaliuna             8.40                8.12
Gedgaudas            Ochmanas              7.40                7.80
Gedgaudas            Ecka                  5.40                5.24
Gedgaudas            Ceberekas             5.00                5.12
Gedgaudas            Donelaitis            5.80                5.84
Gedgaudas            Fenclavas             5.40                5.52
Gedgaudas            Donelaitis            7.20                7.16
Gedgaudas            Ferdinandas           5.40                5.36
Gedgaudas            Abaranas              5.80                5.80
Gedgaudas            Jablanskas            7.20                7.64
Gedgaudas            Abaranas              6.40                6.36
Gedgaudas            Ceberekas             7.40                7.76
Gedgaudas            Ceberekas             7.40                7.52
Gedgaudas            Farsavicius           6.00                5.92
Gedgaudas            Fabricijus            6.80                7.64
Gedgaudas            Fenclavas             6.60                6.40
Gedgaudas            Zabaliuna             7.20                7.16
Gedgaudas            Zabaliuna             7.80                8.00
Gedgaudas            Donelaitis            5.60                5.56
Gedgaudas            Abaranas              6.60                6.48
Gedgaudas            Carkauskas            6.60                6.48
Gedgaudas            Fabricijus            6.40                6.56
Gedgaudas            Fenclavas             7.80                8.12
Gedgaudas            Ochmanas              6.80                6.40
Gedgaudas            Abaranas              8.40                8.24
Gedgaudas            Donelaitis            6.80                7.12
Gedgaudas            Jablanskas            5.40                5.60
Gedgaudas            Ferdinandas           5.20                5.12
Gedgaudas            Ezynas                7.20                7.08
Gedgaudas            Ceberekas             7.60                7.52
Gedgaudas            Ochmanas              7.00                6.64
Gedgaudas            Donelaitis            6.40                6.76
Gedgaudas            Ecka                  5.60                5.40
Gedgaudas            Ferdinandas           5.20                5.16
Gedgaudas            Ceberekas             6.00                5.60
Gedgaudas            Jablanskas            5.60                5.04
Gedgaudas            Ochmanas              7.20                7.04
Gedgaudas            Auditera              4.80                5.12
Gedgaudas            Abaranas              6.60                6.76
Gedgaudas            Carkus                8.00                8.36
Gedgaudas            Donelaitis            5.40                5.04
Gedgaudas            Farsavicius           9.00                8.48
Gedgaudas            Fabricijus            6.40                6.68
Gedgaudas            Jablanskas            7.60                7.48
Gedgaudas            Farsavicius           7.60                7.96
Gedgaudas            Fabricijus            6.80                6.92
Gedgaudas            Carkauskas            6.20                6.12
Gedgaudas            Abaranas              7.80                7.80
Gedgaudas            Ferdinandas           7.40                7.48
Gedgaudas            Auditera              6.00                6.32
Gedgaudas            Ezynas                7.60                7.72
Gedgaudas            Ochmanas              7.60                7.48
Gedgaudas            Carkus                7.60                7.44
Gedgaudas            Farsavicius           6.60                6.76
Gedgaudas            Ochmanas              8.20                8.00
Gedgaudas            Auditera              7.20                6.88
Gedgaudas            Carkauskas            5.80                5.72
Gedgaudas            Jablanskas            7.80                7.76
Gedgaudas            Auditera              5.80                5.72
Gedgaudas            Abaranas              7.40                7.76
Gedgaudas            Abaranas              6.20                6.36
Gedgaudas            Zabaliuna             7.40                7.44
Gedgaudas            Fenclavas             8.00                7.84
Gedgaudas            Ezynas                7.20                7.88
Gedgaudas            Ferdinandas           7.40                8.00
Gedgaudas            Ceberekas             7.00                7.60
Gedgaudas            Ecka                  7.80                7.44
Gedgaudas            Donelaitis            5.60                5.24
Gedgaudas            Ochmanas              6.40                6.04
Gedgaudas            Farsavicius           5.60                5.24
Gedgaudas            Ferdinandas           5.80                5.80
Gedgaudas            Fenclavas             4.80                5.28
Gedgaudas            Farsavicius           6.40                5.84
Gedgaudas            Jablanskas            6.00                5.92
Gedgaudas            Carkus                7.40                7.64
Gedgaudas            Jablanskas            8.00                7.64
Gedgaudas            Auditera              5.20                5.56
Gedgaudas            Ecka                  8.20                7.76
Gedgaudas            Donelaitis            6.20                6.20
Gedgaudas            Farsavicius           6.00                6.20
Gedgaudas            Jablanskas            6.40                6.28
Gedgaudas            Fenclavas             5.80                5.68
Gedgaudas            Farsavicius           5.80                5.52
Gedgaudas            Ceberekas             5.60                5.20
Gedgaudas            Abaranas              6.60                6.52
Gedgaudas            Farsavicius           5.20                5.36
Gedgaudas            Fenclavas             6.40                5.96
Gedgaudas            Abaranas              5.60                5.56
Gedgaudas            Farsavicius           7.40                7.48
Gedgaudas            Zabaliuna             6.20                6.44
Gedgaudas            Ferdinandas           6.60                6.44
Gedgaudas            Auditera              5.60                5.20
Gedgaudas            Auditera              7.20                7.12
Gedgaudas            Carkus                9.00                8.68
Gedgaudas            Jablanskas            5.40                5.12
Gedgaudas            Fenclavas             6.20                6.12
Gedgaudas            Ecka                  6.80                6.92
Gedgaudas            Farsavicius           6.00                6.04
Gedgaudas            Farsavicius           5.20                5.12
Gedgaudas            Fabricijus            7.60                7.36
Gedgaudas            Ezynas                6.60                6.60
Gedgaudas            Ceberekas             7.20                6.96
Gedgaudas            Ochmanas              6.60                6.16
Gedgaudas            Abaranas              7.40                7.44
Gedgaudas            Fenclavas             6.40                6.44
Gedgaudas            Donelaitis            5.40                5.76
Gedgaudas            Fenclavas             5.40                5.52
Gedgaudas            Ceberekas             8.80                8.20
Gedgaudas            Donelaitis            6.00                6.24
Gedgaudas            Abaranas              7.00                6.68
Gedgaudas            Jablanskas            6.60                6.44
Gedgaudas            Ferdinandas           6.20                6.20
Gedgaudas            Farsavicius           5.00                5.40
Gedgaudas            Zabaliuna             7.60                7.36
Gedgaudas            Donelaitis            7.80                7.84
Gedgaudas            Ezynas                5.40                5.28
Gedgaudas            Ezynas                7.60                7.92
Gedgaudas            Fabricijus            6.00                6.08
Gedgaudas            Carkus                6.00                5.80
Gedgaudas            Auditera              5.40                5.88
Gedgaudas            Abaranas              5.40                6.28
Gedgaudas            Ochmanas              7.00                7.08
Gedgaudas            Farsavicius           6.40                6.32
Gedgaudas            Auditera              5.60                6.08
Gedgaudas            Zabaliuna             5.00                5.32
Gedgaudas            Ochmanas              5.60                5.88
Gedgaudas            Donelaitis            6.60                6.72
Gedgaudas            Fabricijus            6.80                7.12
Gedgaudas            Fabricijus            6.20                6.40
Gedgaudas            Zabaliuna             8.80                8.48
Gedgaudas            Ferdinandas           5.60                5.60
Gedgaudas            Fenclavas             6.00                5.76
Gedgaudas            Zabaliuna             8.00                7.76
Gedgaudas            Ceberekas             5.80                6.04
Gedgaudas            Ferdinandas           5.40                5.76
Gedgaudas            Farsavicius           6.60                6.00
Gedgaudas            Carkauskas            6.60                6.24
Gedgaudas            Fabricijus            6.00                5.84
Gedgaudas            Ezynas                6.00                6.32
Gedgaudas            Fenclavas             5.20                5.24
Gedgaudas            Donelaitis            7.60                8.24
Gedgaudas            Farsavicius           4.80                5.28
Gedgaudas            Fabricijus            6.40                6.32
Gedgaudas            Ferdinandas           5.60                5.76
Gedgaudas            Auditera              7.60                7.44
Gedgaudas            Carkauskas            5.80                5.68
Gedgaudas            Ezynas                6.40                6.12
Gedgaudas            Ezynas                6.60                6.68
Gedgaudas            Abaranas              5.20                5.12
Gedgaudas            Carkauskas            4.80                5.08
Gedgaudas            Carkus                7.80                7.80
Gedgaudas            Fabricijus            8.20                8.32
Gedgaudas            Carkauskas            6.20                6.16
Gedgaudas            Farsavicius           6.60                6.16
Gedgaudas            Fenclavas             7.40                6.92
Gedgaudas            Ochmanas              5.20                5.60
Gedgaudas            Fenclavas             7.40                7.28
Gedgaudas            Zabaliuna             8.60                8.12
Gedgaudas            Carkauskas            7.20                7.72
Gedgaudas            Carkus                4.80                5.04
Gedgaudas            Carkauskas            5.40                5.28
Gedgaudas            Farsavicius           6.40                6.36
Gedgaudas            Ceberekas             5.80                5.88
Gedgaudas            Ochmanas              6.40                6.48
Gedgaudas            Ecka                  7.00                7.08
Gedgaudas            Carkus                7.80                7.64
Gedgaudas            Abaranas              7.20                7.76
Gedgaudas            Fabricijus            7.80                7.88
Gedgaudas            Carkauskas            6.80                6.84
Gedgaudas            Auditera              5.20                5.00
Gedgaudas            Carkus                7.20                7.24
Gedgaudas            Abaranas              6.20                6.08
Gedgaudas            Ecka                  7.40                7.56
Gedgaudas            Zabaliuna             6.00                5.76
Gedgaudas            Ecka                  7.20                7.44
Gedgaudas            Fenclavas             8.60                7.96
Gedgaudas            Carkus                7.00                6.96
Gedgaudas            Ochmanas              5.60                5.96
Gedgaudas            Donelaitis            8.60                8.44
Gedgaudas            Farsavicius           5.00                5.32
Gedgaudas            Auditera              5.80                5.84
Gedgaudas            Jablanskas            7.60                7.48
Gedgaudas            Farsavicius           6.20                6.48
Gedgaudas            Carkauskas            6.00                6.40
Gedgaudas            Ochmanas              7.20                7.04
Gedgaudas            Ochmanas              7.60                7.40
Gedgaudas            Abaranas              5.60                5.76
Gedgaudas            Auditera              6.00                6.12
Gedgaudas            Zabaliuna             5.80                5.84
Gedgaudas            Carkauskas            6.80                6.80
Gedgaudas            Jablanskas            6.60                6.96
Gedgaudas            Ochmanas              5.00                5.24
Gedgaudas            Carkus                7.00                7.36
Gedgaudas            Carkauskas            5.80                5.76
Gedgaudas            Farsavicius           7.40                8.04
Gedgaudas            Ceberekas             5.20                5.64
Gedgaudas            Ochmanas              7.20                7.12
Gedgaudas            Ferdinandas           7.20                7.40
Gedgaudas            Fabricijus            5.40                5.32
Gedgaudas            Ochmanas              6.60                7.04
Gedgaudas            Carkus                7.40                7.40
Gedgaudas            Carkus                5.80                5.16
Gedgaudas            Ochmanas              8.60                8.32
Gedgaudas            Jablanskas            5.60                5.32
Gedgaudas            Jablanskas            6.80                6.72
Gedgaudas            Ceberekas             7.40                7.24
Gedgaudas            Farsavicius           7.00                6.88
Gedgaudas            Ferdinandas           5.00                5.00
Gedgaudas            Zabaliuna             5.20                5.00
Gedgaudas            Ceberekas             6.00                5.88
Gedgaudas            Carkus                7.00                7.32
Gedgaudas            Ecka                  7.60                7.92
Gedgaudas            Jablanskas            6.80                7.04
Gedgaudas            Farsavicius           7.00                7.16
Gedgaudas            Auditera              8.60                8.56
Gedgaudas            Donelaitis            4.80                5.04
Gedgaudas            Ecka                  7.00                6.92
Gedgaudas            Abaranas              7.40                7.04
Gedgaudas            Ceberekas             8.00                8.08
Gedgaudas            Fenclavas             5.80                5.96
Gedgaudas            Ferdinandas           7.60                7.84
Gedgaudas            Ecka                  4.60                5.12
Gedgaudas            Ceberekas             5.20                6.20
Gedgaudas            Auditera              7.00                6.84
Gedgaudas            Fenclavas             7.40                7.68
Gedgaudas            Zabaliuna             6.40                6.72
Gedgaudas            Ecka                  6.20                6.40
Gedgaudas            Auditera              6.60                7.16
Gedgaudas            Farsavicius           7.80                8.04
Gedgaudas            Abaranas              4.80                5.32
Gedgaudas            Zabaliuna             8.00                7.60
Gedgaudas            Ferdinandas           6.20                6.00
Gedgaudas            Ecka                  8.40                8.28
Gedgaudas            Ezynas                5.80                5.60
Gedgaudas            Ferdinandas           7.40                6.80
Gedgaudas            Ochmanas              7.80                7.44
Gedgaudas            Ceberekas             7.20                6.76
Gedgaudas            Farsavicius           7.60                7.32
Gedgaudas            Ezynas                7.20                7.52
Gedgaudas            Ochmanas              7.60                7.76
Gedgaudas            Ezynas                6.80                6.88
Gedgaudas            Carkauskas            8.20                7.88
Gedgaudas            Zabaliuna             6.40                6.40
Gedgaudas            Carkauskas            5.80                6.16
Gedgaudas            Ezynas                5.60                5.84
Gedgaudas            Fenclavas             6.00                6.08
Gedgaudas            Carkus                5.20                5.36
Gedgaudas            Carkauskas            7.20                7.52
Gedgaudas            Auditera              5.00                5.12
Gedgaudas            Ezynas                6.80                7.24
Gedgaudas            Fenclavas             6.20                6.24
Gedgaudas            Fenclavas             6.40                6.12
Gedgaudas            Fabricijus            7.60                7.48
Gedgaudas            Jablanskas            6.60                6.52
Gedgaudas            Donelaitis            8.00                7.76
Gedgaudas            Farsavicius           6.20                5.96
Gedgaudas            Carkauskas            8.40                8.04
Gedgaudas            Auditera              7.00                7.00
Gedgaudas            Ochmanas              5.80                5.76
Gedgaudas            Ezynas                6.20                6.00
Gedgaudas            Abaranas              7.80                8.08
Gedgaudas            Carkus                6.00                6.68
Gedgaudas            Donelaitis            5.60                5.72
Gedgaudas            Auditera              6.20                6.52
Gedgaudas            Zabaliuna             7.00                7.48
Gedgaudas            Auditera              6.60                6.12
Gedgaudas            Jablanskas            7.20                7.00
Gedgaudas            Ochmanas              8.00                8.16
Gedgaudas            Ceberekas             5.80                5.88
Gedgaudas            Carkauskas            6.60                6.60
Gedgaudas            Carkus                5.40                5.28
Gedgaudas            Ceberekas             6.60                6.40
Gedgaudas            Ferdinandas           7.80                7.52
Gedgaudas            Ceberekas             7.60                7.64
Gedgaudas            Ecka                  7.80                8.08
Gedgaudas            Carkauskas            7.40                6.88
Gedgaudas            Auditera              8.00                7.88
Gedgaudas            Carkus                5.80                5.16
Gedgaudas            Ceberekas             8.20                8.32
Gedgaudas            Abaranas              6.40                6.56
Gedgaudas            Auditera              7.80                7.28
Gedgaudas            Jablanskas            7.60                7.92
Gedgaudas            Carkauskas            6.00                5.88
Gedgaudas            Abaranas              7.40                7.56
Gedgaudas            Auditera              7.20                7.24
Gedgaudas            Carkus                6.40                6.44
Gedgaudas            Abaranas              6.20                6.08
Gedgaudas            Ochmanas              8.00                7.52
Gedgaudas            Ezynas                6.20                6.28
Gedgaudas            Carkauskas            6.00                5.88
Gedgaudas            Carkauskas            8.20                8.04
Gedgaudas            Abaranas              6.00                6.28
Gedgaudas            Ochmanas              7.00                7.32
Gedgaudas            Carkus                6.40                7.12
Gedgaudas            Ferdinandas           6.20                5.84
Gedgaudas            Fenclavas             7.20                6.84
Gedgaudas            Auditera              6.00                6.00
Gedgaudas            Ceberekas             6.60                6.32
Gedgaudas            Abaranas              8.80                8.44
Gedgaudas            Fabricijus            5.80                5.48
Gedgaudas            Ochmanas              6.40                5.96
Gedgaudas            Fabricijus            7.60                7.88
Gedgaudas            Abaranas              5.00                5.40
Gedgaudas            Jablanskas            6.80                6.76
Gedgaudas            Farsavicius           5.60                5.68
Gedgaudas            Ceberekas             7.00                7.28
Gedgaudas            Carkus                6.00                6.12
Gedgaudas            Ecka                  5.80                6.40
Gedgaudas            Ezynas                7.00                7.12
Gedgaudas            Ezynas                7.80                7.52
Gedgaudas            Fabricijus            6.80                6.04
Gedgaudas            Ezynas                5.00                5.36
Gedgaudas            Ecka                  5.20                5.00
Gedgaudas            Abaranas              7.60                7.84
Gedgaudas            Ferdinandas           5.60                5.60
Gedgaudas            Farsavicius           7.80                7.76
Gedgaudas            Ferdinandas           6.80                6.80
Gedgaudas            Ecka                  5.40                5.80
Gedgaudas            Auditera              6.00                5.92
Gedgaudas            Ochmanas              5.60                5.24
Gedgaudas            Abaranas              5.80                5.48
Gedgaudas            Auditera              6.00                6.48
Gedgaudas            Ezynas                5.00                5.20
Gedgaudas            Fenclavas             7.80                8.00
Gedgaudas            Abaranas              6.20                6.04
Gedgaudas            Abaranas              6.60                7.00
Gedgaudas            Zabaliuna             5.80                5.76
Gedgaudas            Zabaliuna             5.80                5.72
Gedgaudas            Ecka                  7.20                6.64
Gedgaudas            Fenclavas             6.40                6.48
Gedgaudas            Ecka                  7.60                7.64
Gedgaudas            Auditera              6.00                6.20
Gedgaudas            Donelaitis            7.20                7.68
Gedgaudas            Fabricijus            5.60                5.92
Gedgaudas            Zabaliuna             9.00                8.52
Gedgaudas            Fabricijus            6.20                5.76
Gedgaudas            Ezynas                8.20                7.92
Gedgaudas            Ecka                  5.60                5.92
Gedgaudas            Ezynas                5.20                5.40
Gedgaudas            Abaranas              5.80                5.60
Gedgaudas            Ferdinandas           5.20                5.16
Gedgaudas            Ceberekas             5.80                5.64
Gedgaudas            Donelaitis            6.80                6.88
Gedgaudas            Abaranas              5.00                5.40
Gedgaudas            Donelaitis            7.40                7.52
Gedgaudas            Ezynas                6.20                6.00
Gedgaudas            Carkauskas            7.20                7.12
Gedgaudas            Ferdinandas           5.80                5.76
Gedgaudas            Donelaitis            5.20                5.32
Gedgaudas            Donelaitis            8.40                8.48
Gedgaudas            Auditera              7.60                7.40
Gedgaudas            Ezynas                8.00                8.32
Gedgaudas            Fenclavas             5.60                5.56
Gedgaudas            Carkus                5.80                5.60
Gedgaudas            Ecka                  5.40                5.20
Gedgaudas            Carkauskas            5.20                5.60
Gedgaudas            Auditera              5.80                5.64
Gedgaudas            Zabaliuna             7.00                7.08
Gedgaudas            Ezynas                6.60                6.80
Gedgaudas            Ferdinandas           6.20                6.32
Gedgaudas            Fabricijus            5.60                5.80
Gedgaudas            Ecka                  5.80                6.08
